Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
28/10/2021 07:15:26,"481","22.0","50","1002"
28/10/2021 07:20:26,"483","22.0","50","1001"
28/10/2021 07:25:26,"469","22.0","50","1001"
28/10/2021 07:30:26,"475","22.0","50","1001"
28/10/2021 07:35:26,"476","22.0","50","1001"
28/10/2021 07:40:26,"474","22.0","50","1001"
28/10/2021 07:45:26,"478","22.0","50","1001"
28/10/2021 07:50:26,"484","22.0","50","1002"
28/10/2021 07:55:26,"479","22.0","50","1001"
28/10/2021 08:00:26,"480","22.0","50","1001"
28/10/2021 08:05:26,"479","22.0","51","1001"
28/10/2021 08:10:26,"467","22.0","51","1001"
28/10/2021 08:15:26,"455","22.1","51","1001"
28/10/2021 08:20:26,"455","22.2","51","1001"
28/10/2021 08:25:26,"458","22.4","51","1001"
28/10/2021 08:30:26,"463","22.5","50","1001"
28/10/2021 08:35:26,"485","22.6","51","1001"
28/10/2021 08:40:26,"536","22.7","51","1001"
28/10/2021 08:45:26,"513","22.8","51","1001"
28/10/2021 08:50:26,"499","22.9","50","1001"
28/10/2021 08:55:26,"477","23.0","50","1001"
28/10/2021 09:00:26,"477","23.0","50","1001"
28/10/2021 09:05:26,"476","23.0","50","1001"
28/10/2021 09:10:26,"483","23.1","50","1001"
28/10/2021 09:15:26,"462","23.2","49","1001"
28/10/2021 09:20:26,"476","23.2","49","1001"
28/10/2021 09:25:26,"468","23.2","49","1001"
28/10/2021 09:30:26,"472","23.3","49","1001"
28/10/2021 09:35:26,"465","23.3","49","1001"
28/10/2021 09:40:26,"499","23.4","49","1001"
28/10/2021 09:45:26,"503","23.4","49","1002"
28/10/2021 09:50:26,"470","23.4","49","1002"
28/10/2021 09:55:26,"474","23.5","49","1002"
28/10/2021 10:00:26,"474","23.5","49","1001"
28/10/2021 10:05:26,"469","23.5","49","1001"
28/10/2021 10:10:26,"480","23.5","49","1002"
28/10/2021 10:15:26,"469","23.5","49","1002"
28/10/2021 10:20:26,"480","23.5","49","1001"
28/10/2021 10:25:26,"478","23.5","48","1001"
28/10/2021 10:30:26,"460","23.5","48","1002"
28/10/2021 10:35:26,"466","23.5","48","1002"
28/10/2021 10:40:26,"465","23.5","47","1002"
28/10/2021 10:45:26,"460","23.5","47","1002"
28/10/2021 10:50:26,"479","23.5","47","1001"
28/10/2021 10:55:26,"470","23.6","47","1001"
28/10/2021 11:00:26,"476","23.6","47","1001"
28/10/2021 11:05:26,"471","23.6","47","1001"
28/10/2021 11:10:26,"463","23.6","47","1001"
28/10/2021 11:15:26,"455","23.6","47","1001"
28/10/2021 11:20:26,"457","23.6","46","1001"
28/10/2021 11:25:26,"462","23.6","46","1002"
28/10/2021 11:30:26,"449","23.6","46","1001"
28/10/2021 11:35:26,"454","23.6","46","1001"
28/10/2021 11:40:26,"458","23.6","46","1001"
28/10/2021 11:45:26,"459","23.6","46","1001"
28/10/2021 11:50:26,"477","23.7","46","1001"
28/10/2021 11:55:26,"472","23.6","46","1001"
28/10/2021 12:00:26,"463","23.6","45","1001"
28/10/2021 12:05:26,"472","23.6","45","1001"
28/10/2021 12:10:26,"464","23.6","45","1001"
28/10/2021 12:15:26,"462","23.6","45","1001"
28/10/2021 12:20:26,"472","23.6","45","1001"
28/10/2021 12:25:26,"467","23.7","45","1001"
28/10/2021 12:30:26,"462","23.6","45","1001"
28/10/2021 12:35:26,"463","23.7","45","1001"
28/10/2021 12:40:26,"458","23.7","45","1000"
28/10/2021 12:45:26,"463","23.8","46","1000"
28/10/2021 12:50:26,"449","23.7","46","1000"
28/10/2021 12:55:26,"451","23.8","46","1000"
28/10/2021 13:00:26,"466","23.7","46","1001"
28/10/2021 13:05:26,"455","23.8","46","1001"
28/10/2021 13:10:26,"463","23.8","46","1001"
28/10/2021 13:15:26,"472","23.8","46","1001"
28/10/2021 13:20:26,"470","23.8","46","1001"
28/10/2021 13:25:26,"478","23.8","46","1001"
28/10/2021 13:30:26,"480","23.9","46","1001"
28/10/2021 13:35:26,"468","23.8","45","1000"
28/10/2021 13:40:26,"488","23.8","45","1001"
28/10/2021 13:45:26,"489","23.9","45","1000"
28/10/2021 13:50:26,"467","23.9","45","1001"
28/10/2021 13:55:26,"478","23.9","45","1000"
28/10/2021 14:00:26,"463","23.9","45","1000"
28/10/2021 14:05:26,"489","23.9","46","1000"
28/10/2021 14:10:26,"471","23.9","46","1000"
28/10/2021 14:15:26,"471","23.9","46","1000"
28/10/2021 14:20:26,"507","24.0","46","1000"
28/10/2021 14:25:26,"610","24.0","46","1000"
28/10/2021 14:30:26,"781","24.1","47","1000"
28/10/2021 14:35:26,"827","24.2","47","1000"
28/10/2021 14:40:26,"846","24.3","47","1000"
28/10/2021 14:45:26,"834","24.4","47","1000"
28/10/2021 14:50:26,"818","24.5","47","1000"
28/10/2021 14:55:26,"805","24.5","47","1000"
28/10/2021 15:00:26,"812","24.5","47","1000"
28/10/2021 15:05:26,"790","24.5","47","999"
28/10/2021 15:10:26,"804","24.5","46","999"
28/10/2021 15:15:26,"792","24.5","46","999"
28/10/2021 15:20:26,"762","24.5","46","999"
28/10/2021 15:25:26,"715","24.5","46","999"
28/10/2021 15:30:26,"723","24.6","46","999"
28/10/2021 15:35:26,"743","25.8","46","999"
28/10/2021 15:40:26,"506","25.6","44","999"
28/10/2021 15:45:26,"462","24.8","44","999"
28/10/2021 15:50:26,"461","24.3","44","998"
28/10/2021 15:55:26,"453","24.0","45","998"
28/10/2021 16:00:26,"473","23.8","45","998"
28/10/2021 16:05:26,"468","23.6","45","998"
28/10/2021 16:10:26,"449","23.5","46","998"
28/10/2021 16:15:26,"445","23.4","46","998"
28/10/2021 16:20:26,"454","23.3","46","998"
28/10/2021 16:25:26,"451","23.2","46","998"
28/10/2021 16:30:26,"462","23.2","46","998"
28/10/2021 16:35:26,"453","23.1","47","998"
28/10/2021 16:40:26,"448","23.1","47","998"
28/10/2021 16:45:26,"450","23.0","47","998"
28/10/2021 16:50:26,"446","23.0","47","998"
28/10/2021 16:55:26,"444","23.0","47","998"
28/10/2021 17:00:26,"434","23.0","47","998"
28/10/2021 17:05:26,"436","23.0","47","998"
28/10/2021 17:10:26,"433","23.0","47","998"
28/10/2021 17:15:26,"435","22.9","47","998"
28/10/2021 17:20:26,"434","22.9","47","998"
28/10/2021 17:25:26,"437","22.9","47","998"
28/10/2021 17:30:26,"444","22.9","47","998"
28/10/2021 17:35:26,"432","22.9","47","998"
28/10/2021 17:40:26,"450","23.0","47","998"
28/10/2021 17:45:26,"449","22.9","47","998"
28/10/2021 17:50:26,"440","22.9","47","998"
28/10/2021 17:55:26,"432","22.9","47","998"
28/10/2021 18:00:26,"446","22.9","47","998"
28/10/2021 18:05:26,"452","23.0","47","998"
28/10/2021 18:10:26,"453","23.0","47","998"
28/10/2021 18:15:26,"439","23.0","47","998"
28/10/2021 18:20:26,"450","23.1","47","998"
28/10/2021 18:25:26,"442","23.1","47","998"
28/10/2021 18:30:26,"439","23.1","47","998"
28/10/2021 18:35:26,"442","23.1","47","998"
28/10/2021 18:40:26,"445","23.1","47","998"
28/10/2021 18:45:26,"449","23.1","47","998"
28/10/2021 18:50:26,"463","23.1","47","998"
28/10/2021 18:55:26,"431","23.1","47","998"
28/10/2021 19:00:26,"444","23.2","47","998"
28/10/2021 19:05:26,"457","23.1","47","998"
28/10/2021 19:10:26,"451","23.2","47","998"
28/10/2021 19:15:26,"464","23.1","47","998"
28/10/2021 19:20:26,"441","23.2","47","998"
28/10/2021 19:25:26,"443","23.2","47","998"
28/10/2021 19:30:26,"453","23.2","47","998"
28/10/2021 19:35:26,"450","23.2","47","998"
28/10/2021 19:40:26,"453","23.1","47","998"
28/10/2021 19:45:26,"449","23.1","47","998"
28/10/2021 19:50:26,"457","23.1","47","998"
28/10/2021 19:55:26,"455","23.1","47","998"
28/10/2021 20:00:26,"446","23.1","47","998"
28/10/2021 20:05:26,"460","23.1","47","998"
28/10/2021 20:10:26,"457","23.1","46","998"
28/10/2021 20:15:26,"463","23.1","47","998"
28/10/2021 20:20:26,"458","23.1","47","998"
28/10/2021 20:25:26,"461","23.1","47","998"
28/10/2021 20:30:26,"459","23.1","47","998"
28/10/2021 20:35:26,"464","23.1","47","998"
28/10/2021 20:40:26,"460","23.1","46","998"
28/10/2021 20:45:26,"463","23.0","46","998"
28/10/2021 20:50:26,"464","23.0","46","998"
28/10/2021 20:55:26,"453","23.0","46","998"
28/10/2021 21:00:26,"466","23.0","46","998"
28/10/2021 21:05:26,"468","23.0","46","998"
28/10/2021 21:10:26,"463","23.0","46","998"
28/10/2021 21:15:26,"458","23.0","46","998"
28/10/2021 21:20:26,"471","23.0","46","998"
28/10/2021 21:25:26,"467","23.0","46","998"
28/10/2021 21:30:26,"466","23.0","46","998"
28/10/2021 21:35:26,"469","23.0","46","998"
28/10/2021 21:40:26,"460","23.0","47","998"
28/10/2021 21:45:26,"467","23.0","47","998"
28/10/2021 21:50:26,"459","23.0","47","998"
28/10/2021 21:55:26,"466","23.0","47","998"
28/10/2021 22:00:26,"467","23.0","47","998"
28/10/2021 22:05:26,"470","23.0","47","998"
28/10/2021 22:10:26,"464","23.0","47","998"
28/10/2021 22:15:26,"473","22.9","47","998"
28/10/2021 22:20:26,"465","22.9","47","998"
28/10/2021 22:25:26,"464","22.9","47","998"
28/10/2021 22:30:26,"477","22.9","47","998"
28/10/2021 22:35:26,"473","22.9","47","997"
28/10/2021 22:40:26,"476","22.9","47","997"
28/10/2021 22:45:26,"466","22.9","47","997"
28/10/2021 22:50:26,"462","22.9","47","997"
28/10/2021 22:55:26,"472","22.9","47","997"
28/10/2021 23:00:26,"465","22.9","47","997"
28/10/2021 23:05:26,"470","22.9","47","997"
28/10/2021 23:10:26,"463","22.9","47","997"
28/10/2021 23:15:26,"468","22.8","47","997"
28/10/2021 23:20:26,"466","22.8","47","997"
28/10/2021 23:25:26,"459","22.8","47","997"
28/10/2021 23:30:26,"469","22.8","47","997"
28/10/2021 23:35:26,"475","22.8","47","997"
28/10/2021 23:40:26,"473","22.8","47","997"
28/10/2021 23:45:26,"464","22.8","47","997"
28/10/2021 23:50:26,"458","22.8","47","996"
28/10/2021 23:55:26,"461","22.8","47","996"
29/10/2021 00:00:26,"474","22.8","47","996"
29/10/2021 00:05:26,"469","22.7","47","996"
29/10/2021 00:10:26,"469","22.8","47","996"
29/10/2021 00:15:26,"453","22.7","47","996"
29/10/2021 00:20:26,"468","22.7","47","996"
29/10/2021 00:25:26,"465","22.7","47","996"
29/10/2021 00:30:26,"466","22.7","47","996"
29/10/2021 00:35:26,"470","22.7","47","996"
29/10/2021 00:40:26,"472","22.7","47","996"
29/10/2021 00:45:26,"465","22.7","47","996"
29/10/2021 00:50:26,"466","22.7","47","996"
29/10/2021 00:55:26,"464","22.6","47","996"
29/10/2021 01:00:26,"480","22.6","47","996"
29/10/2021 01:05:26,"472","22.6","47","996"
29/10/2021 01:10:26,"474","22.6","47","996"
29/10/2021 01:15:26,"470","22.6","47","996"
29/10/2021 01:20:26,"466","22.6","47","996"
29/10/2021 01:25:26,"462","22.6","47","996"
29/10/2021 01:30:26,"474","22.6","47","996"
29/10/2021 01:35:26,"466","22.6","47","996"
29/10/2021 01:40:26,"463","22.6","47","995"
29/10/2021 01:45:26,"472","22.6","47","995"
29/10/2021 01:50:26,"474","22.6","47","995"
29/10/2021 01:55:26,"466","22.5","47","995"
29/10/2021 02:00:26,"467","22.6","47","995"
29/10/2021 02:05:26,"467","22.6","47","995"
29/10/2021 02:10:26,"474","22.5","47","995"
29/10/2021 02:15:26,"471","22.5","47","995"
29/10/2021 02:20:26,"457","22.5","47","995"
29/10/2021 02:25:26,"464","22.5","47","995"
29/10/2021 02:30:26,"473","22.5","47","995"
29/10/2021 02:35:26,"461","22.5","47","995"
29/10/2021 02:40:26,"466","22.5","47","995"
29/10/2021 02:45:26,"471","22.5","47","995"
29/10/2021 02:50:26,"466","22.5","47","995"
29/10/2021 02:55:26,"457","22.5","47","995"
29/10/2021 03:00:26,"464","22.5","47","994"
29/10/2021 03:05:26,"472","22.5","47","994"
29/10/2021 03:10:26,"462","22.5","47","994"
29/10/2021 03:15:26,"464","22.5","47","994"
29/10/2021 03:20:26,"472","22.5","47","994"
29/10/2021 03:25:26,"464","22.5","47","994"
29/10/2021 03:30:26,"468","22.5","47","994"
29/10/2021 03:35:26,"469","22.5","47","994"
29/10/2021 03:40:26,"468","22.5","47","994"
29/10/2021 03:45:26,"464","22.5","47","994"
29/10/2021 03:50:26,"459","22.5","47","994"
29/10/2021 03:55:26,"465","22.5","47","994"
29/10/2021 04:00:26,"463","22.5","47","994"
29/10/2021 04:05:26,"465","22.5","47","994"
29/10/2021 04:10:26,"473","22.4","47","994"
29/10/2021 04:15:26,"473","22.4","47","994"
29/10/2021 04:20:26,"462","22.4","47","994"
29/10/2021 04:25:26,"461","22.4","47","994"
29/10/2021 04:30:26,"478","22.4","47","994"
29/10/2021 04:35:26,"467","22.4","47","994"
29/10/2021 04:40:26,"467","22.4","47","994"
29/10/2021 04:45:26,"472","22.4","47","994"
29/10/2021 04:50:26,"456","22.4","47","994"
29/10/2021 04:55:26,"462","22.4","47","994"
29/10/2021 05:00:26,"463","22.4","47","994"
29/10/2021 05:05:26,"475","22.4","47","994"
29/10/2021 05:10:26,"461","22.4","47","993"
29/10/2021 05:15:26,"458","22.4","47","993"
29/10/2021 05:20:26,"468","22.4","47","993"
29/10/2021 05:25:26,"470","22.3","47","994"
29/10/2021 05:30:26,"470","22.4","47","993"
29/10/2021 05:35:26,"459","22.3","47","993"
29/10/2021 05:40:26,"460","22.3","47","993"
29/10/2021 05:45:26,"463","22.3","47","993"
29/10/2021 05:50:26,"462","22.3","47","993"
29/10/2021 05:55:26,"465","22.3","47","993"
29/10/2021 06:00:26,"459","22.3","47","993"
29/10/2021 06:05:26,"458","22.3","47","993"
29/10/2021 06:10:26,"473","22.4","47","993"
29/10/2021 06:15:26,"482","22.4","47","993"
29/10/2021 06:20:26,"501","22.4","47","993"
29/10/2021 06:25:26,"499","22.4","48","993"
29/10/2021 06:30:26,"486","22.5","52","993"
29/10/2021 06:35:26,"485","22.5","52","993"
29/10/2021 06:40:26,"472","22.5","52","993"
29/10/2021 06:45:26,"490","22.5","51","993"
29/10/2021 06:50:26,"480","22.4","51","993"
29/10/2021 06:55:26,"480","22.5","50","993"
29/10/2021 07:00:26,"479","22.5","49","993"
29/10/2021 07:05:26,"472","22.5","49","993"
29/10/2021 07:10:26,"495","22.5","49","993"
29/10/2021 07:15:26,"503","22.5","50","993"
29/10/2021 07:20:26,"509","22.5","51","992"
29/10/2021 07:25:26,"506","22.5","52","992"
29/10/2021 07:30:26,"492","22.5","52","992"
29/10/2021 07:35:26,"515","22.5","52","992"
29/10/2021 07:40:26,"498","22.5","52","992"
29/10/2021 07:45:26,"516","22.6","52","992"
29/10/2021 07:50:26,"511","22.6","52","992"
29/10/2021 07:55:26,"510","22.6","52","992"
29/10/2021 08:00:26,"519","22.6","52","992"
29/10/2021 08:05:26,"499","22.6","51","992"
29/10/2021 08:10:26,"508","22.6","50","992"
29/10/2021 08:15:26,"504","22.5","50","992"
29/10/2021 08:20:26,"502","22.6","49","992"
29/10/2021 08:25:26,"497","22.6","49","992"
29/10/2021 08:30:26,"505","22.8","48","992"
29/10/2021 08:35:26,"509","22.8","47","992"
29/10/2021 08:40:26,"571","22.9","47","992"
29/10/2021 08:45:26,"611","22.9","48","992"
29/10/2021 08:50:26,"545","23.0","47","992"
29/10/2021 08:55:26,"533","23.0","47","992"
29/10/2021 09:00:26,"519","23.0","46","992"
29/10/2021 09:05:26,"516","23.0","46","992"
29/10/2021 09:10:26,"500","23.1","46","992"
29/10/2021 09:15:26,"506","23.1","46","992"
29/10/2021 09:20:26,"505","23.2","46","991"
29/10/2021 09:25:26,"508","23.2","46","991"
29/10/2021 09:30:26,"522","23.2","46","991"
29/10/2021 09:35:26,"502","23.3","45","991"
29/10/2021 09:40:26,"493","23.4","45","991"
29/10/2021 09:45:26,"491","23.4","45","991"
29/10/2021 09:50:26,"493","23.4","45","991"
29/10/2021 09:55:26,"484","23.4","45","991"
29/10/2021 10:00:26,"479","23.4","45","991"
29/10/2021 10:05:26,"466","23.4","45","991"
29/10/2021 10:10:26,"469","23.4","45","990"
29/10/2021 10:15:26,"474","23.5","45","990"
29/10/2021 10:20:26,"459","23.5","45","990"
29/10/2021 10:25:26,"466","23.5","45","990"
29/10/2021 10:30:26,"464","23.5","45","990"
29/10/2021 10:35:26,"459","23.5","45","990"
29/10/2021 10:40:26,"470","23.5","45","990"
29/10/2021 10:45:26,"473","23.5","45","990"
29/10/2021 10:50:26,"459","23.5","46","990"
29/10/2021 10:55:26,"468","23.5","45","989"
29/10/2021 11:00:26,"466","23.6","45","989"
29/10/2021 11:05:26,"468","23.6","45","989"
29/10/2021 11:10:26,"476","23.6","45","989"
29/10/2021 11:15:26,"474","23.7","45","989"
29/10/2021 11:20:26,"478","23.7","45","989"
29/10/2021 11:25:26,"463","23.7","45","989"
29/10/2021 11:30:26,"471","23.8","45","989"
29/10/2021 11:35:26,"487","23.8","45","988"
29/10/2021 11:40:26,"559","23.8","45","988"
29/10/2021 11:45:26,"609","23.9","45","988"
29/10/2021 11:50:26,"669","24.0","45","988"
29/10/2021 11:55:26,"693","24.0","46","988"
29/10/2021 12:00:26,"748","24.0","46","988"
29/10/2021 12:05:26,"789","24.1","46","988"
29/10/2021 12:10:26,"774","24.1","46","988"
29/10/2021 12:15:26,"754","24.1","46","988"
29/10/2021 12:20:26,"736","24.1","46","988"
29/10/2021 12:25:26,"829","24.1","46","988"
29/10/2021 12:30:26,"863","24.1","46","988"
29/10/2021 12:35:26,"856","24.1","46","988"
29/10/2021 12:40:26,"821","24.1","46","988"
29/10/2021 12:45:26,"831","24.1","46","987"
29/10/2021 12:50:26,"849","24.0","46","987"
29/10/2021 12:55:26,"838","24.0","47","987"
29/10/2021 13:00:26,"850","24.1","46","987"
29/10/2021 13:05:26,"903","23.3","47","987"
29/10/2021 13:10:26,"1041","22.8","48","987"
29/10/2021 13:15:26,"1023","22.5","49","987"
29/10/2021 13:20:26,"1073","22.4","50","987"
29/10/2021 13:25:26,"1116","22.1","50","987"
29/10/2021 13:30:26,"1127","22.0","50","987"
29/10/2021 13:35:26,"1118","22.0","51","987"
29/10/2021 13:40:26,"1006","21.9","51","987"
29/10/2021 13:45:26,"938","21.9","51","987"
29/10/2021 13:50:26,"898","21.8","51","987"
29/10/2021 13:55:26,"924","21.7","51","987"
29/10/2021 14:00:26,"833","21.5","50","987"
29/10/2021 14:05:26,"813","21.5","51","987"
29/10/2021 14:10:26,"820","21.5","50","987"
29/10/2021 14:15:26,"794","21.4","50","987"
29/10/2021 14:20:26,"833","21.4","50","987"
29/10/2021 14:25:26,"884","21.4","51","988"
29/10/2021 14:30:26,"853","21.4","50","988"
29/10/2021 14:35:26,"843","21.4","50","988"
29/10/2021 14:40:26,"819","21.4","50","988"
29/10/2021 14:45:26,"803","21.4","50","988"
29/10/2021 14:50:26,"801","21.4","50","988"
29/10/2021 14:55:26,"799","21.4","50","988"
29/10/2021 15:00:26,"820","21.5","50","988"
29/10/2021 15:05:26,"797","21.5","50","988"
29/10/2021 15:10:26,"805","21.5","50","988"
29/10/2021 15:15:26,"808","21.5","50","988"
29/10/2021 15:20:26,"792","21.5","50","989"
29/10/2021 15:25:26,"796","21.5","50","989"
29/10/2021 15:30:26,"800","21.5","50","989"
29/10/2021 15:35:26,"798","21.5","50","989"
29/10/2021 15:40:26,"773","21.5","50","989"
29/10/2021 15:45:26,"782","21.5","50","989"
29/10/2021 15:50:26,"788","21.5","50","989"
