Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
28/10/2021 17:09:51,"775","22.0","56","995"
28/10/2021 17:14:51,"755","21.9","56","995"
28/10/2021 17:19:51,"753","21.8","56","995"
28/10/2021 17:24:51,"725","21.8","56","995"
28/10/2021 17:29:51,"739","21.8","56","995"
28/10/2021 17:34:51,"718","21.6","56","995"
28/10/2021 17:39:51,"719","21.6","56","995"
28/10/2021 17:44:51,"697","21.6","56","995"
28/10/2021 17:49:51,"690","21.6","56","995"
28/10/2021 17:54:51,"692","21.5","56","995"
28/10/2021 17:59:51,"686","21.5","56","995"
28/10/2021 18:04:51,"677","21.5","56","995"
28/10/2021 18:09:51,"692","21.5","56","995"
28/10/2021 18:14:51,"685","21.5","56","995"
28/10/2021 18:19:51,"673","21.5","56","995"
28/10/2021 18:24:51,"671","21.4","56","995"
28/10/2021 18:29:51,"660","21.4","56","995"
28/10/2021 18:34:51,"677","21.4","56","995"
28/10/2021 18:39:51,"672","21.4","56","995"
28/10/2021 18:44:51,"668","21.3","56","995"
28/10/2021 18:49:51,"664","21.3","56","995"
28/10/2021 18:54:51,"652","21.3","56","995"
28/10/2021 18:59:51,"660","21.3","56","995"
28/10/2021 19:04:51,"657","21.2","56","995"
28/10/2021 19:09:51,"650","21.2","56","995"
28/10/2021 19:14:51,"645","21.2","56","995"
28/10/2021 19:19:51,"659","21.2","56","995"
28/10/2021 19:24:51,"621","21.2","56","995"
28/10/2021 19:29:51,"643","21.2","56","995"
28/10/2021 19:34:51,"634","21.2","56","995"
28/10/2021 19:39:51,"633","21.2","56","995"
28/10/2021 19:44:51,"629","21.2","56","995"
28/10/2021 19:49:51,"626","21.2","56","995"
28/10/2021 19:54:51,"631","21.1","56","995"
28/10/2021 19:59:51,"636","21.2","56","995"
28/10/2021 20:04:51,"628","21.1","56","995"
28/10/2021 20:09:51,"616","21.1","56","995"
28/10/2021 20:14:51,"615","21.1","56","995"
28/10/2021 20:19:51,"617","21.1","56","995"
28/10/2021 20:24:51,"605","21.1","56","995"
28/10/2021 20:29:51,"606","21.1","56","995"
28/10/2021 20:34:51,"620","21.1","56","995"
28/10/2021 20:39:51,"615","21.1","56","995"
28/10/2021 20:44:51,"594","21.1","56","995"
28/10/2021 20:49:51,"599","21.1","56","995"
28/10/2021 20:54:51,"597","21.1","56","995"
28/10/2021 20:59:51,"617","21.0","56","995"
28/10/2021 21:04:51,"598","21.1","56","995"
28/10/2021 21:09:51,"595","21.1","56","995"
28/10/2021 21:14:51,"612","21.0","56","995"
28/10/2021 21:19:51,"592","21.0","56","995"
28/10/2021 21:24:51,"587","21.0","56","995"
28/10/2021 21:29:51,"585","21.0","56","995"
28/10/2021 21:34:51,"598","21.0","56","994"
28/10/2021 21:39:51,"582","21.0","55","994"
28/10/2021 21:44:51,"589","21.0","55","994"
28/10/2021 21:49:51,"588","21.0","55","995"
28/10/2021 21:54:51,"579","21.0","55","995"
28/10/2021 21:59:51,"574","21.0","55","994"
28/10/2021 22:04:51,"567","21.0","55","994"
28/10/2021 22:09:51,"575","21.0","55","994"
28/10/2021 22:14:51,"579","21.0","55","994"
28/10/2021 22:19:51,"585","21.0","55","994"
28/10/2021 22:24:51,"574","21.0","55","994"
28/10/2021 22:29:51,"587","21.0","55","994"
28/10/2021 22:34:51,"575","21.0","55","994"
28/10/2021 22:39:51,"571","21.0","55","994"
28/10/2021 22:44:51,"572","21.0","55","994"
28/10/2021 22:49:51,"565","21.0","55","994"
28/10/2021 22:54:51,"566","21.0","55","994"
28/10/2021 22:59:51,"567","21.0","55","994"
28/10/2021 23:04:51,"571","21.0","55","994"
28/10/2021 23:09:51,"562","21.0","55","994"
28/10/2021 23:14:51,"572","21.0","55","994"
28/10/2021 23:19:51,"571","21.0","55","994"
28/10/2021 23:24:51,"565","20.9","55","994"
28/10/2021 23:29:51,"566","21.0","55","994"
28/10/2021 23:34:51,"559","21.0","55","993"
28/10/2021 23:39:51,"564","20.9","55","993"
28/10/2021 23:44:51,"555","20.9","55","993"
28/10/2021 23:49:51,"557","20.9","55","993"
28/10/2021 23:54:51,"541","20.9","55","993"
28/10/2021 23:59:51,"564","20.9","55","993"
29/10/2021 00:04:51,"544","20.9","55","993"
29/10/2021 00:09:51,"558","20.9","55","993"
29/10/2021 00:14:51,"553","20.9","55","993"
29/10/2021 00:19:51,"555","20.9","55","993"
29/10/2021 00:24:51,"558","20.9","55","993"
29/10/2021 00:29:51,"538","20.9","55","993"
29/10/2021 00:34:51,"544","20.9","55","993"
29/10/2021 00:39:51,"558","20.9","55","993"
29/10/2021 00:44:51,"550","20.9","55","993"
29/10/2021 00:49:51,"548","20.9","55","993"
29/10/2021 00:54:51,"555","20.9","55","993"
29/10/2021 00:59:51,"555","20.9","55","993"
29/10/2021 01:04:51,"537","20.9","55","992"
29/10/2021 01:09:51,"543","20.9","55","992"
29/10/2021 01:14:51,"547","20.9","55","992"
29/10/2021 01:19:51,"532","20.9","55","992"
29/10/2021 01:24:51,"548","20.9","55","992"
29/10/2021 01:29:51,"547","20.9","55","992"
29/10/2021 01:34:51,"551","20.8","55","992"
29/10/2021 01:39:51,"545","20.8","55","992"
29/10/2021 01:44:51,"540","20.8","55","992"
29/10/2021 01:49:51,"544","20.8","55","992"
29/10/2021 01:54:51,"525","20.8","55","992"
29/10/2021 01:59:51,"545","20.8","55","992"
29/10/2021 02:04:51,"529","20.8","55","992"
29/10/2021 02:09:51,"529","20.8","55","992"
29/10/2021 02:14:51,"537","20.8","55","992"
29/10/2021 02:19:51,"542","20.8","55","992"
29/10/2021 02:24:51,"529","20.8","55","992"
29/10/2021 02:29:51,"531","20.8","55","992"
29/10/2021 02:34:51,"540","20.8","55","992"
29/10/2021 02:39:51,"522","20.8","55","992"
29/10/2021 02:44:51,"524","20.8","55","992"
29/10/2021 02:49:51,"530","20.8","55","992"
29/10/2021 02:54:51,"530","20.8","55","992"
29/10/2021 02:59:51,"521","20.7","55","991"
29/10/2021 03:04:51,"527","20.7","55","991"
29/10/2021 03:09:51,"515","20.7","55","991"
29/10/2021 03:14:51,"510","20.7","55","991"
29/10/2021 03:19:51,"508","20.7","55","991"
29/10/2021 03:24:51,"517","20.7","55","991"
29/10/2021 03:29:51,"528","20.7","54","991"
29/10/2021 03:34:51,"508","20.7","54","991"
29/10/2021 03:39:51,"517","20.7","55","991"
29/10/2021 03:44:51,"522","20.6","55","991"
29/10/2021 03:49:51,"515","20.6","54","991"
29/10/2021 03:54:51,"515","20.6","54","991"
29/10/2021 03:59:51,"506","20.6","54","991"
29/10/2021 04:04:51,"526","20.6","54","991"
29/10/2021 04:09:51,"498","20.6","54","991"
29/10/2021 04:14:51,"518","20.6","54","991"
29/10/2021 04:19:51,"514","20.6","54","991"
29/10/2021 04:24:51,"504","20.5","54","991"
29/10/2021 04:29:51,"519","20.6","54","991"
29/10/2021 04:34:51,"509","20.6","54","991"
29/10/2021 04:39:51,"507","20.6","54","990"
29/10/2021 04:44:51,"523","20.5","54","990"
29/10/2021 04:49:51,"511","20.5","54","990"
29/10/2021 04:54:51,"516","20.5","54","990"
29/10/2021 04:59:51,"517","20.5","54","990"
29/10/2021 05:04:51,"498","20.5","54","990"
29/10/2021 05:09:51,"501","20.5","54","990"
29/10/2021 05:14:51,"506","20.5","54","990"
29/10/2021 05:19:51,"504","20.5","54","990"
29/10/2021 05:24:51,"500","20.5","54","990"
29/10/2021 05:29:51,"526","20.5","54","990"
29/10/2021 05:34:51,"501","20.5","54","990"
29/10/2021 05:39:51,"507","20.5","54","990"
29/10/2021 05:44:51,"524","20.5","54","990"
29/10/2021 05:49:51,"499","20.5","54","990"
29/10/2021 05:54:51,"498","20.5","54","990"
29/10/2021 05:59:51,"519","20.5","54","990"
29/10/2021 06:04:51,"505","20.5","54","990"
29/10/2021 06:09:51,"506","20.5","54","990"
29/10/2021 06:14:51,"528","20.5","54","990"
29/10/2021 06:19:51,"508","20.5","54","990"
29/10/2021 06:24:51,"513","20.5","54","990"
29/10/2021 06:29:51,"516","20.5","54","990"
29/10/2021 06:34:51,"516","20.5","54","990"
29/10/2021 06:39:51,"504","20.5","54","990"
29/10/2021 06:44:51,"509","20.5","54","990"
29/10/2021 06:49:51,"504","20.5","54","990"
29/10/2021 06:54:51,"509","20.5","54","990"
29/10/2021 06:59:51,"508","20.5","54","990"
29/10/2021 07:04:51,"511","20.5","54","990"
29/10/2021 07:09:51,"505","20.5","54","990"
29/10/2021 07:14:51,"506","20.5","54","990"
29/10/2021 07:19:51,"497","20.5","54","989"
29/10/2021 07:24:51,"504","20.5","54","989"
29/10/2021 07:29:51,"506","20.5","54","989"
29/10/2021 07:34:51,"506","20.5","54","989"
29/10/2021 07:39:51,"521","20.5","54","989"
29/10/2021 07:44:51,"526","20.5","54","989"
29/10/2021 07:49:51,"514","20.5","54","989"
29/10/2021 07:54:51,"532","20.5","54","989"
29/10/2021 07:59:51,"525","20.5","54","989"
29/10/2021 08:04:51,"525","20.5","54","989"
29/10/2021 08:09:51,"519","20.5","54","989"
29/10/2021 08:14:51,"536","20.5","54","989"
29/10/2021 08:19:51,"635","20.8","55","989"
29/10/2021 08:24:51,"578","21.0","54","989"
29/10/2021 08:29:51,"567","20.9","54","989"
29/10/2021 08:34:51,"683","20.8","55","988"
29/10/2021 08:39:51,"818","20.9","56","988"
29/10/2021 08:44:51,"918","20.9","57","988"
29/10/2021 08:49:51,"1008","21.0","57","988"
29/10/2021 08:54:51,"984","21.0","57","988"
29/10/2021 08:59:51,"969","21.0","57","988"
29/10/2021 09:04:51,"948","20.9","57","988"
29/10/2021 09:09:51,"952","20.9","57","988"
29/10/2021 09:14:51,"924","20.9","57","988"
29/10/2021 09:19:51,"895","20.8","57","988"
29/10/2021 09:24:51,"874","20.8","57","988"
29/10/2021 09:29:51,"877","20.8","57","988"
29/10/2021 09:34:51,"859","20.8","57","988"
29/10/2021 09:39:51,"871","20.8","57","988"
29/10/2021 09:44:51,"853","20.8","57","988"
29/10/2021 09:49:51,"874","20.7","57","988"
29/10/2021 09:54:51,"877","20.7","57","988"
29/10/2021 09:59:51,"909","20.8","57","988"
29/10/2021 10:04:51,"902","20.8","57","987"
29/10/2021 10:09:51,"924","20.8","57","987"
29/10/2021 10:14:51,"931","20.8","57","987"
29/10/2021 10:19:51,"959","20.8","57","987"
29/10/2021 10:24:51,"945","20.8","57","987"
29/10/2021 10:29:51,"920","20.8","57","987"
29/10/2021 10:34:51,"938","20.7","57","987"
29/10/2021 10:39:51,"948","20.7","57","986"
29/10/2021 10:44:51,"957","20.7","57","986"
29/10/2021 10:49:51,"1037","20.7","58","986"
29/10/2021 10:54:51,"1084","20.7","58","986"
29/10/2021 10:59:51,"1113","20.7","58","986"
29/10/2021 11:04:51,"1121","20.8","58","986"
29/10/2021 11:09:51,"1140","20.8","58","986"
29/10/2021 11:14:51,"1170","20.8","59","986"
29/10/2021 11:19:51,"1164","20.8","58","986"
29/10/2021 11:24:51,"1138","20.8","58","986"
29/10/2021 11:29:51,"1113","20.8","58","986"
29/10/2021 11:34:51,"1073","20.8","58","985"
29/10/2021 11:39:51,"1006","20.8","58","985"
29/10/2021 11:44:51,"983","20.9","58","985"
29/10/2021 11:49:51,"959","20.8","58","985"
29/10/2021 11:54:51,"912","20.9","58","985"
29/10/2021 11:59:51,"985","20.9","58","985"
29/10/2021 12:04:51,"1207","21.0","59","985"
29/10/2021 12:09:51,"1394","21.1","60","985"
29/10/2021 12:14:51,"1520","21.3","61","985"
29/10/2021 12:19:51,"1661","21.5","61","985"
29/10/2021 12:24:51,"1765","21.6","62","984"
29/10/2021 12:29:51,"1882","21.8","62","984"
29/10/2021 12:34:51,"1947","21.9","62","984"
29/10/2021 12:39:51,"1971","22.0","62","984"
29/10/2021 12:44:51,"2092","22.0","62","984"
29/10/2021 12:49:51,"2233","22.1","63","984"
29/10/2021 12:54:51,"2250","22.2","62","984"
29/10/2021 12:59:51,"2153","22.1","62","984"
29/10/2021 13:04:51,"2041","22.1","62","984"
29/10/2021 13:09:51,"1875","22.0","61","984"
29/10/2021 13:14:51,"1711","21.9","61","984"
29/10/2021 13:19:51,"1027","22.2","58","984"
29/10/2021 13:24:51,"958","22.4","57","984"
29/10/2021 13:29:51,"948","22.4","57","984"
29/10/2021 13:34:51,"934","22.3","57","984"
29/10/2021 13:39:51,"917","22.2","56","984"
29/10/2021 13:44:51,"882","22.2","56","984"
29/10/2021 13:49:51,"847","22.2","56","984"
29/10/2021 13:54:51,"834","22.1","55","984"
29/10/2021 13:59:51,"793","22.1","55","983"
29/10/2021 14:04:51,"798","22.0","55","984"
29/10/2021 14:09:51,"766","22.0","55","984"
29/10/2021 14:14:51,"726","22.0","54","984"
29/10/2021 14:19:51,"732","21.9","54","984"
29/10/2021 14:24:51,"700","21.9","54","984"
29/10/2021 14:29:51,"719","21.8","54","984"
29/10/2021 14:34:51,"677","21.8","53","984"
29/10/2021 14:39:51,"657","21.7","53","984"
29/10/2021 14:44:51,"652","21.6","53","984"
29/10/2021 14:49:51,"638","21.6","53","985"
29/10/2021 14:54:51,"631","21.6","53","985"
29/10/2021 14:59:51,"619","21.6","53","985"
29/10/2021 15:04:51,"625","21.6","53","985"
29/10/2021 15:09:51,"623","21.6","53","985"
29/10/2021 15:14:51,"591","21.6","53","985"
29/10/2021 15:19:51,"589","21.5","52","985"
29/10/2021 15:24:51,"587","21.5","52","985"
29/10/2021 15:29:51,"606","21.5","52","985"
29/10/2021 15:34:51,"598","21.5","52","986"
29/10/2021 15:39:51,"599","21.5","52","986"
29/10/2021 15:44:51,"572","21.4","52","986"
29/10/2021 15:49:51,"565","21.4","51","986"
29/10/2021 15:54:51,"582","21.4","51","986"
29/10/2021 15:59:51,"551","21.4","51","986"
